"{""app"":""kong"",""container"":""kong"",""filename"":""/var/log/pods/kongtvc_kong-declarative-prod-78dcb94f4c-qgjm7_73fbfd21-bcea-4fdb-b887-f390f4633efd/kong/0.log"",""job"":""kongtvc/kong"",""namespace"":""kongtvc"",""node_name"":""gke-ase1-id-prod-1-e2-8-16-app-p-2-6c95e7a1-bhbp"",""pod"":""kong-declarative-prod-78dcb94f4c-qgjm7""}",1684552692482,"2023-05-20T03:18:12.437058504Z stdout F {""remote_addr"":""172.16.4.116"",""time"":""20/May/2023:03:18:12 +0000"",""agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0"",""response_code"":""200"",""body_bytes_sent"":117,""content_type"":""application/json"",""host"":""172.16.4.181"",""http_name"":"""",""query_string"":"""",""client_address"":""172.16.4.116"",""http_x_forwarded_for"":""176.65.2.55,172.16.4.94, 172.16.0.97"",""remote_user"":"""",""path"":""/api/v3/rg-otp/send"",""request"":""POST /api/v3/rg-otp/send HTTP/1.1"",""request_id"":""3db6a795169a98a48c720205be507357"",""request_length"":2412,""method"":""POST"",""request_body"":""{\""duration\"":0,\""tenantID\"":\""ruangguru\"",\""eventType\"":\""lpVerification\"",\""otpType\"":\""sms\"",\""phoneNumber\"":\""6289533910117\""}"",""scheme"":""http"",""server_addr"":""10.68.23.13"",""server_name"":""kong"",""upstream_host"":""rg-otp.production.svc.cluster.local"",""upstream_addr"":""10.193.10.93:80"",""http_country"":""id"",""redis_cache_status"":""""}",1684552692482666274,1684552692482666274_34ef92f0_A
"{""app"":""kong"",""container"":""kong"",""filename"":""/var/log/pods/kongtvc_kong-declarative-prod-78dcb94f4c-qgjm7_73fbfd21-bcea-4fdb-b887-f390f4633efd/kong/0.log"",""job"":""kongtvc/kong"",""namespace"":""kongtvc"",""node_name"":""gke-ase1-id-prod-1-e2-8-16-app-p-2-6c95e7a1-bhbp"",""pod"":""kong-declarative-prod-78dcb94f4c-qgjm7""}",1684552686467,"2023-05-20T03:18:06.452833787Z stdout F {""remote_addr"":""172.16.4.211"",""time"":""20/May/2023:03:18:06 +0000"",""agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0"",""response_code"":""200"",""body_bytes_sent"":117,""content_type"":""application/json"",""host"":""172.16.4.181"",""http_name"":"""",""query_string"":"""",""client_address"":""172.16.4.211"",""http_x_forwarded_for"":""176.65.2.55,172.16.4.76, 172.16.0.5"",""remote_user"":"""",""path"":""/api/v3/rg-otp/send"",""request"":""POST /api/v3/rg-otp/send HTTP/1.1"",""request_id"":""5829eb6f2edf0c061c863bbf83bb1cd3"",""request_length"":2410,""method"":""POST"",""request_body"":""{\""duration\"":0,\""tenantID\"":\""ruangguru\"",\""eventType\"":\""lpVerification\"",\""otpType\"":\""sms\"",\""phoneNumber\"":\""6289533910111\""}"",""scheme"":""http"",""server_addr"":""10.68.23.13"",""server_name"":""kong"",""upstream_host"":""rg-otp.production.svc.cluster.local"",""upstream_addr"":""10.193.10.93:80"",""http_country"":""id"",""redis_cache_status"":""""}",1684552686467781026,1684552686467781026_ece4ec81_A
"{""app"":""kong"",""container"":""kong"",""filename"":""/var/log/pods/kongtvc_kong-declarative-prod-78dcb94f4c-qgjm7_73fbfd21-bcea-4fdb-b887-f390f4633efd/kong/0.log"",""job"":""kongtvc/kong"",""namespace"":""kongtvc"",""node_name"":""gke-ase1-id-prod-1-e2-8-16-app-p-2-6c95e7a1-bhbp"",""pod"":""kong-declarative-prod-78dcb94f4c-qgjm7""}",1684552685466,"2023-05-20T03:18:05.426369454Z stdout F {""remote_addr"":""172.16.4.29"",""time"":""20/May/2023:03:18:05 +0000"",""agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0"",""response_code"":""200"",""body_bytes_sent"":117,""content_type"":""application/json"",""host"":""172.16.4.181"",""http_name"":"""",""query_string"":"""",""client_address"":""172.16.4.29"",""http_x_forwarded_for"":""176.65.2.55,172.16.4.6, 172.16.0.104"",""remote_user"":"""",""path"":""/api/v3/rg-otp/send"",""request"":""POST /api/v3/rg-otp/send HTTP/1.1"",""request_id"":""0e344a1fc744a40a2554eadd486acc30"",""request_length"":2412,""method"":""POST"",""request_body"":""{\""duration\"":0,\""tenantID\"":\""ruangguru\"",\""eventType\"":\""lpVerification\"",\""otpType\"":\""sms\"",\""phoneNumber\"":\""6289533910110\""}"",""scheme"":""http"",""server_addr"":""10.68.23.13"",""server_name"":""kong"",""upstream_host"":""rg-otp.production.svc.cluster.local"",""upstream_addr"":""10.193.10.93:80"",""http_country"":""id"",""redis_cache_status"":""""}",1684552685466502013,1684552685466502013_dc689ba7_A
"{""app"":""kong"",""container"":""kong"",""filename"":""/var/log/pods/kongtvc_kong-declarative-prod-78dcb94f4c-qgjm7_73fbfd21-bcea-4fdb-b887-f390f4633efd/kong/0.log"",""job"":""kongtvc/kong"",""namespace"":""kongtvc"",""node_name"":""gke-ase1-id-prod-1-e2-8-16-app-p-2-6c95e7a1-bhbp"",""pod"":""kong-declarative-prod-78dcb94f4c-qgjm7""}",1684552680453,"2023-05-20T03:18:00.42351337Z stdout F {""remote_addr"":""172.16.4.29"",""time"":""20/May/2023:03:18:00 +0000"",""agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0"",""response_code"":""200"",""body_bytes_sent"":117,""content_type"":""application/json"",""host"":""172.16.4.181"",""http_name"":"""",""query_string"":"""",""client_address"":""172.16.4.29"",""http_x_forwarded_for"":""176.65.2.55,172.16.4.170, 172.16.0.4"",""remote_user"":"""",""path"":""/api/v3/rg-otp/send"",""request"":""POST /api/v3/rg-otp/send HTTP/1.1"",""request_id"":""502ad343c399d1b14e681c359c2efb24"",""request_length"":2412,""method"":""POST"",""request_body"":""{\""duration\"":0,\""tenantID\"":\""ruangguru\"",\""eventType\"":\""lpVerification\"",\""otpType\"":\""sms\"",\""phoneNumber\"":\""6289533910105\""}"",""scheme"":""http"",""server_addr"":""10.68.23.13"",""server_name"":""kong"",""upstream_host"":""rg-otp.production.svc.cluster.local"",""upstream_addr"":""10.193.10.93:80"",""http_country"":""id"",""redis_cache_status"":""""}",1684552680453919780,1684552680453919780_21a77427_A
"{""app"":""kong"",""container"":""kong"",""filename"":""/var/log/pods/kongtvc_kong-declarative-prod-78dcb94f4c-qgjm7_73fbfd21-bcea-4fdb-b887-f390f4633efd/kong/0.log"",""job"":""kongtvc/kong"",""namespace"":""kongtvc"",""node_name"":""gke-ase1-id-prod-1-e2-8-16-app-p-2-6c95e7a1-bhbp"",""pod"":""kong-declarative-prod-78dcb94f4c-qgjm7""}",1684552679199,"2023-05-20T03:17:58.964591895Z stdout F {""remote_addr"":""172.16.4.25"",""time"":""20/May/2023:03:17:58 +0000"",""agent"":""Ruangguru/6.58.0(2021065800);(vivo;V2029;SDK31;Android12)"",""response_code"":""200"",""body_bytes_sent"":117,""content_type"":""application/json; charset=UTF-8"",""host"":""172.16.4.181"",""http_name"":"""",""query_string"":"""",""client_address"":""172.16.4.25"",""http_x_forwarded_for"":""103.190.46.37, 172.16.0.79"",""remote_user"":"""",""path"":""/api/v3/rg-otp/send"",""request"":""POST /api/v3/rg-otp/send HTTP/1.1"",""request_id"":""9dbb7280ff291d52de51c3c53565886c"",""request_length"":1391,""method"":""POST"",""request_body"":""{\""phoneNumber\"":\""+6282277877607\"",\""otpType\"":\""whatsapp\"",\""eventType\"":\""forgotPassword\"",\""tenantID\"":\""ruangguru\""}"",""scheme"":""http"",""server_addr"":""10.68.23.13"",""server_name"":""kong"",""upstream_host"":""rg-otp.production.svc.cluster.local"",""upstream_addr"":""10.193.10.93:80"",""http_country"":""id"",""redis_cache_status"":""""}",1684552679199297021,1684552679199297021_63424ac9_A
"{""app"":""kong"",""container"":""kong"",""filename"":""/var/log/pods/kongtvc_kong-declarative-prod-78dcb94f4c-qgjm7_73fbfd21-bcea-4fdb-b887-f390f4633efd/kong/0.log"",""job"":""kongtvc/kong"",""namespace"":""kongtvc"",""node_name"":""gke-ase1-id-prod-1-e2-8-16-app-p-2-6c95e7a1-bhbp"",""pod"":""kong-declarative-prod-78dcb94f4c-qgjm7""}",1684552677447,"2023-05-20T03:17:57.416003142Z stdout F {""remote_addr"":""172.16.4.213"",""time"":""20/May/2023:03:17:57 +0000"",""agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0"",""response_code"":""200"",""body_bytes_sent"":117,""content_type"":""application/json"",""host"":""172.16.4.181"",""http_name"":"""",""query_string"":"""",""client_address"":""172.16.4.213"",""http_x_forwarded_for"":""176.65.2.55,172.16.4.170, 172.16.0.98"",""remote_user"":"""",""path"":""/api/v3/rg-otp/send"",""request"":""POST /api/v3/rg-otp/send HTTP/1.1"",""request_id"":""1b166a48288a41de4d571ebd0de4d240"",""request_length"":2414,""method"":""POST"",""request_body"":""{\""duration\"":0,\""tenantID\"":\""ruangguru\"",\""eventType\"":\""lpVerification\"",\""otpType\"":\""sms\"",\""phoneNumber\"":\""6289533910102\""}"",""scheme"":""http"",""server_addr"":""10.68.23.13"",""server_name"":""kong"",""upstream_host"":""rg-otp.production.svc.cluster.local"",""upstream_addr"":""10.193.10.93:80"",""http_country"":""id"",""redis_cache_status"":""""}",1684552677447596601,1684552677447596601_91a24511_A
"{""app"":""kong"",""container"":""kong"",""filename"":""/var/log/pods/kongtvc_kong-declarative-prod-78dcb94f4c-qgjm7_73fbfd21-bcea-4fdb-b887-f390f4633efd/kong/0.log"",""job"":""kongtvc/kong"",""namespace"":""kongtvc"",""node_name"":""gke-ase1-id-prod-1-e2-8-16-app-p-2-6c95e7a1-bhbp"",""pod"":""kong-declarative-prod-78dcb94f4c-qgjm7""}",1684552673438,"2023-05-20T03:17:53.43174911Z stdout F {""remote_addr"":""172.16.4.12"",""time"":""20/May/2023:03:17:53 +0000"",""agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0"",""response_code"":""200"",""body_bytes_sent"":117,""content_type"":""application/json"",""host"":""172.16.4.181"",""http_name"":"""",""query_string"":"""",""client_address"":""172.16.4.12"",""http_x_forwarded_for"":""176.65.2.55,172.16.4.56, 172.16.0.52"",""remote_user"":"""",""path"":""/api/v3/rg-otp/send"",""request"":""POST /api/v3/rg-otp/send HTTP/1.1"",""request_id"":""ffa9dd1613e390f7420edec265ad746b"",""request_length"":2412,""method"":""POST"",""request_body"":""{\""duration\"":0,\""tenantID\"":\""ruangguru\"",\""eventType\"":\""lpVerification\"",\""otpType\"":\""sms\"",\""phoneNumber\"":\""6289533910098\""}"",""scheme"":""http"",""server_addr"":""10.68.23.13"",""server_name"":""kong"",""upstream_host"":""rg-otp.production.svc.cluster.local"",""upstream_addr"":""10.193.10.93:80"",""http_country"":""id"",""redis_cache_status"":""""}",1684552673438282770,1684552673438282770_715fe1d1_A
"{""app"":""kong"",""container"":""kong"",""filename"":""/var/log/pods/kongtvc_kong-declarative-prod-78dcb94f4c-qgjm7_73fbfd21-bcea-4fdb-b887-f390f4633efd/kong/0.log"",""job"":""kongtvc/kong"",""namespace"":""kongtvc"",""node_name"":""gke-ase1-id-prod-1-e2-8-16-app-p-2-6c95e7a1-bhbp"",""pod"":""kong-declarative-prod-78dcb94f4c-qgjm7""}",1684552669427,"2023-05-20T03:17:49.272542642Z stdout F {""remote_addr"":""172.16.4.11"",""time"":""20/May/2023:03:17:49 +0000"",""agent"":""Ruangguru/6.58.0(2021065800);(realme;RMX1971;SDK30;Android11)"",""response_code"":""200"",""body_bytes_sent"":117,""content_type"":""application/json; charset=UTF-8"",""host"":""172.16.4.181"",""http_name"":"""",""query_string"":"""",""client_address"":""172.16.4.11"",""http_x_forwarded_for"":""114.122.40.167, 172.16.0.4"",""remote_user"":"""",""path"":""/api/v3/rg-otp/send"",""request"":""POST /api/v3/rg-otp/send HTTP/1.1"",""request_id"":""4908e996d96297b64028e750958430aa"",""request_length"":1584,""method"":""POST"",""request_body"":""{\""phoneNumber\"":\""+6283800641851\"",\""otpType\"":\""whatsapp\"",\""eventType\"":\""register\"",\""tenantID\"":\""ruangguru\""}"",""scheme"":""http"",""server_addr"":""10.68.23.13"",""server_name"":""kong"",""upstream_host"":""rg-otp.production.svc.cluster.local"",""upstream_addr"":""10.193.10.93:80"",""http_country"":""id"",""redis_cache_status"":""""}",1684552669427493619,1684552669427493619_ee8b2599_A
"{""app"":""kong"",""container"":""kong"",""filename"":""/var/log/pods/kongtvc_kong-declarative-prod-78dcb94f4c-qgjm7_73fbfd21-bcea-4fdb-b887-f390f4633efd/kong/0.log"",""job"":""kongtvc/kong"",""namespace"":""kongtvc"",""node_name"":""gke-ase1-id-prod-1-e2-8-16-app-p-2-6c95e7a1-bhbp"",""pod"":""kong-declarative-prod-78dcb94f4c-qgjm7""}",1684552668425,"2023-05-20T03:17:48.423684436Z stdout F {""remote_addr"":""172.16.4.97"",""time"":""20/May/2023:03:17:48 +0000"",""agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0"",""response_code"":""200"",""body_bytes_sent"":117,""content_type"":""application/json"",""host"":""172.16.4.181"",""http_name"":"""",""query_string"":"""",""client_address"":""172.16.4.97"",""http_x_forwarded_for"":""176.65.2.55,172.16.4.144, 172.16.0.76"",""remote_user"":"""",""path"":""/api/v3/rg-otp/send"",""request"":""POST /api/v3/rg-otp/send HTTP/1.1"",""request_id"":""66cacd179de4784aec7393bd1ee52caf"",""request_length"":2414,""method"":""POST"",""request_body"":""{\""duration\"":0,\""tenantID\"":\""ruangguru\"",\""eventType\"":\""lpVerification\"",\""otpType\"":\""sms\"",\""phoneNumber\"":\""6289533910093\""}"",""scheme"":""http"",""server_addr"":""10.68.23.13"",""server_name"":""kong"",""upstream_host"":""rg-otp.production.svc.cluster.local"",""upstream_addr"":""10.193.10.93:80"",""http_country"":""id"",""redis_cache_status"":""""}",1684552668425637457,1684552668425637457_1d68398_A
"{""app"":""kong"",""container"":""kong"",""filename"":""/var/log/pods/kongtvc_kong-declarative-prod-78dcb94f4c-qgjm7_73fbfd21-bcea-4fdb-b887-f390f4633efd/kong/0.log"",""job"":""kongtvc/kong"",""namespace"":""kongtvc"",""node_name"":""gke-ase1-id-prod-1-e2-8-16-app-p-2-6c95e7a1-bhbp"",""pod"":""kong-declarative-prod-78dcb94f4c-qgjm7""}",1684552652632,"2023-05-20T03:17:32.44236128Z stdout F {""remote_addr"":""172.16.4.29"",""time"":""20/May/2023:03:17:32 +0000"",""agent"":""Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/113.0"",""response_code"":""200"",""body_bytes_sent"":117,""content_type"":""application/json"",""host"":""172.16.4.181"",""http_name"":"""",""query_string"":"""",""client_address"":""172.16.4.29"",""http_x_forwarded_for"":""176.65.2.55,172.16.4.71, 172.16.0.105"",""remote_user"":"""",""path"":""/api/v3/rg-otp/send"",""request"":""POST /api/v3/rg-otp/send HTTP/1.1"",""request_id"":""504b75fdd5552ecdd4f050e3abab8e3d"",""request_length"":2414,""method"":""POST"",""request_body"":""{\""duration\"":0,\""tenantID\"":\""ruangguru\"",\""eventType\"":\""lpVerification\"",\""otpType\"":\""sms\"",\""phoneNumber\"":\""6289533910077\""}"",""scheme"":""http"",""server_addr"":""10.68.23.13"",""server_name"":""kong"",""upstream_host"":""rg-otp.production.svc.cluster.local"",""upstream_addr"":""10.193.10.93:80"",""http_country"":""id"",""redis_cache_status"":""""}",1684552652632618867,1684552652632618867_d6ea360e_A
